1747 4785
8 399 -168455644
657 250 126368482
847 1431 -898700862
1691 312 246806112
1453 1302 -271819859
1678 592 -456593325
1544 1645 -832337093
953 846 -355741337
757 542 262578006
1472 189 547980504
1540 196 -995714896
520 852 -710144352
1503 1698 928294161
1591 1643 -715920390
934 1349 774408632
1569 1280 -548401556
298 1077 -665074134
444 283 303034887
1007 1039 923033678
363 764 -862052440
1714 557 -639092454
1718 1075 335768892
225 831 280167954
162 675 160922969
410 1608 -294799435
214 1430 -829595183
608 1727 403018533
900 424 725832864
292 1430 -85094113
225 46 788864454
345 13 -574764130
660 1730 655564488
80 208 -393781207
1198 370 378497919
465 779 219207982
1081 992 -143470880
1230 1598 -166131992
708 752 318887552
469 1042 -44153582
1268 1266 7322606
1083 1610 21296625
1455 523 2053578
1154 602 239449113
1683 53 661777390
1141 517 -446881983
459 1597 687879628
1207 1079 517660666
189 41 -622613002
1340 509 570093509
429 29 18813879
1308 1112 -138504331
454 820 459046421
1328 227 -852764971
664 163 -793770553
369 1303 -203047357
852 15 -375394817
580 1220 859591883
158 1408 904931277
488 1001 -513543771
113 1429 -480927376
1002 990 791644916
8 1443 -270591024
1282 1024 -12070710
1410 1687 173424652
1590 310 -335607018
540 1161 -319957740
1085 1739 -923098394
963 151 688839028
880 637 -165257921
1305 749 -529542824
12 4 603306923
1576 11 254587947
467 1292 -573646171
1329 956 -641946322
607 799 -288535114
1187 1338 -960294531
35 677 -969344946
102 1639 -798025692
1577 771 -68949773
559 329 787976320
970 340 791566468
624 169 803316340
1719 634 282272356
345 216 -624330455
658 823 289737353
1279 263 -178571575
1314 297 595347941
1340 399 471087787
1517 228 -646420762
583 787 -270721477
398 10 117258266
216 632 309163382
45 604 -965597151
1164 949 -719094048
1492 1606 222097347
872 1137 522370013
1589 704 861766209
1236 297 -682812456
774 67 -422526958
1083 650 477364784
1719 1047 487319946
949 1262 -789354550
346 1306 -98070756
376 723 987525157
621 468 825486866
1688 1339 127279258
1271 1181 932607803
1150 670 -727872446
1427 1444 -652187184
185 779 90713817
1475 752 -711193122
1027 1700 733658465
1211 298 228584919
253 673 -944141403
242 1293 -408850959
89 1234 -875806394
1074 758 476420715
1015 161 -756821690
1252 1587 895554175
1556 26 -212872448
762 1500 647176959
1014 780 592960665
782 245 933642053
108 496 -296376030
157 737 -816187632
673 826 596304595
782 152 -536529337
325 1166 -352923219
537 671 -535689509
446 480 -507355164
1133 1242 -790555400
825 509 102029728
469 1290 381045671
412 1397 948421672
1026 1553 -208317110
1186 479 736316187
834 1260 909600825
1238 1583 244144605
57 373 -987924918
463 818 -438794929
893 204 982248388
1076 1027 -435988088
292 1496 -959845893
1497 160 639259893
1452 1185 417187866
397 624 965087069
167 1457 407151105
88 949 219800690
1174 1005 646214133
1185 1467 -418054390
1675 612 -185877331
1659 1687 989922270
406 232 702305078
441 1728 884913146
126 1433 241370443
1363 84 955489338
1333 250 623574425
815 337 -290903633
134 1511 859131944
1571 949 537991646
333 877 -761679690
1044 789 -830437466
1035 1194 -566251952
775 1634 -588077478
675 13 -947492373
12 1375 -852813744
1720 960 -567725409
1391 28 -182626541
264 161 -453372536
141 1732 632111687
1484 318 -364968800
1692 1361 537634389
94 649 -96066832
472 1423 -225918358
832 351 -212660298
878 362 -639104783
1006 335 459835254
1384 1725 491310919
351 242 675122902
829 382 657485338
507 119 -979656165
1062 63 577821062
658 156 -680160711
1447 628 948703593
377 1459 -650672879
1064 590 -236919684
1379 1595 145452514
908 1232 120018144
464 1582 395873570
180 664 832150737
1627 1170 966841291
1645 485 -961734458
1276 1142 -784013977
1556 842 -66249218
1511 1218 -396517660
70 536 277688324
736 168 103554988
1736 1075 -486643073
968 1538 -675532406
440 1717 83514454
294 1597 -577390806
265 1495 -23216987
298 1024 -716329702
487 833 247204218
1302 597 -358533585
83 665 253796589
1198 1400 445089957
416 1389 -324818227
864 610 -564617045
1147 1049 -599183593
347 1342 -771032536
716 1606 940179963
1569 157 112274965
70 643 -934908240
1159 198 -252666060
1719 279 508328623
1068 1476 111156128
583 145 -298731031
1173 1008 398685287
1553 408 -400721343
157 754 -864800188
356 1469 973290045
304 1290 -848185102
1275 1359 -113239606
1332 771 111877313
239 743 430647996
1555 64 120760767
779 646 285770614
1392 72 -560965537
867 1624 -94980094
1390 33 767241398
1508 389 448308133
1484 692 -74996877
1617 220 -519003334
645 1551 363492979
1616 43 -786041521
1119 1597 -713810246
351 629 25276761
1474 274 106401274
111 1140 -35053751
901 782 1728089
698 543 445714260
216 281 -762915276
1024 151 -511885554
1444 795 -736104813
888 664 -688239115
1075 35 -859959836
1325 386 -140110847
474 112 172576819
1440 222 -523211550
536 1122 371802701
1410 73 992819385
927 288 -686871454
1134 1311 -515454919
1560 1008 393829383
44 149 -847141231
316 1223 -807718767
438 800 -367142458
1189 1273 -239641689
467 965 13818000
883 1500 -701743482
335 1164 -619084740
328 343 -289897641
602 1476 -789179061
1025 1289 364067665
496 1332 533335516
629 1647 -67417026
797 338 847999788
1349 1527 304862723
267 246 -590426947
1152 1129 -872922976
1413 1462 459102727
1745 44 851364421
619 644 540946828
803 1668 15964396
248 417 -459687688
1587 1045 -574248541
655 95 -187678000
522 1443 -440086911
1661 1709 -158898454
273 1114 -867324183
384 780 806438606
1657 778 855209297
1528 1396 -407883565
1127 452 -498294901
268 699 -22195326
740 539 -826726074
1111 1192 -719605909
74 1713 932022707
563 1627 888518087
1297 153 163698229
1413 536 -944180346
1244 446 -54202383
